date,pop,rgdp,unemp,ygap_hp,ur_hp,lcpi,pgdp,pi,pix,ffr,tbill3,lpcom,ff4,onrun10,ir_1,ir_2,ir_3,rr_1,rr_2,rr_3,rr_4,gk_var_1,gk_var_2,mp1_tc,ff4_tc,ed2_tc,ed3_tc,ed4_tc,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,mar_raw,mar_svariv,ad,ford_tfp,bp_tfp_news_sr,bp_tfp_news_lr,bs_tfp_news,bzk_ist_news,bzk_ist,bzk_tfp
1978.5,222814,6335.402086,6.033333333,2.932295183,-0.955728219,4.189130177,37.865,7.03208,6.86024,8.09,7.31,5.463812961,,,,,,-0.36178727,-0.3622698,-0.4080551,-0.248805524,,,,,,,,,,,,,,,,,-0.175652092,0.007339024,0.00104363,0.507053857,-0.094922871,0.278496114,0.155224857
1978.75,223473,6420.423683,5.9,3.546948682,-1.081348665,4.212115892,38.661,7.55184,7.17984,9.58,8.57,5.526763713,,,,,,0.25913838,0.2603568,0.2322706,0.215316919,,,,,,,,,,,,,,,,,-0.46535792,-0.078239605,-0.024054118,-0.870933908,0.572794833,0.767946847,0.35541836
1979,224051,6433.218134,5.866666667,3.042507923,-1.120382944,4.236966752,39.352,7.537,5.47304,10.07,9.38,5.586349922,,,,,,-0.01890217,-0.0172532,-0.0999674,-0.133071205,,,,,,,,,,,,,,,,,-0.324190501,0.022366485,0.006323184,-0.51481628,-0.503206928,-0.655398729,0.170641078
1979.25,224638,6440.799921,5.7,2.501991884,-1.373649536,4.26825602,40.304,10.92528,8.78832,10.18,9.38,5.624579604,,,,,,0.04108413,0.0391264,-0.0272534,0.026893615,,,,,,,,,,,,,,,,,-0.23969985,-0.005209562,-0.007004887,-0.560191109,-0.978980124,1.211667617,-0.163461019
1979.5,225299,6487.064254,5.866666667,2.629703872,-1.241266685,4.299972727,41.165,9.92848,7.38268,10.94,9.67,5.636937802,,,,,,0.85842991,0.8605912,0.8895471,0.87781184,,,,,,,,,,,,,,,,,-1.17676974,0.024144277,0.005706502,-1.698319089,0.01134224,1.351526567,0.801459229
1979.75,226024,6503.834612,5.966666667,2.298754991,-1.222494102,4.331130149,41.986,9.68092,8.3484,13.58,11.84,5.647469762,,,,,,0.04493795,0.0449353,0.0993315,0.101576681,,,,,,,,,,,,,,,,,-0.420773528,-0.042617302,-0.013970354,-0.359117262,-0.161047561,0.539928439,-0.121770481
1980,226652,6524.883922,6.3,2.058861786,-1.015815707,4.369810844,42.859,12.00588,9.78288,15.07,13.35,5.665333835,,,,,,1.6080407,1.607087,1.813551,1.864640079,,,,,,,,,,,,,,,2.542549369,,0.368690456,0.023926385,0.006223479,0.187764888,-1.746954352,-0.121340976,0.41740217
1980.25,227278,6392.465753,7.333333333,-0.556605422,-0.118951361,4.40302204,43.8,9.7932,8.94616,12.67,9.62,5.581666988,,,,,,-3.9847327,-3.986086,-4.058774,-3.991197769,,,,,,,,,,,,,,,-5.947250119,,-0.889087876,-0.032743387,-0.022154657,1.684946225,-0.771813794,0.114821354,-2.086535355
1980.5,227955,6382.788788,7.666666667,-1.196176539,0.171013961,4.421627547,44.808,9.35312,8.90536,9.82,9.15,5.653375018,,,,,,0.97584303,0.9786537,1.164973,1.03672962,0.122011809,-0.002756345,,,,,,,,,,,,,0.812723119,,-0.419264653,0.120986,0.035227869,-0.321411102,1.327980673,1.233827164,-0.325527972
1980.75,228603,6501.107588,7.4,0.13644917,-0.242930374,4.449262854,46.046,9.89996,9.74956,15.85,13.61,5.684162642,,,,,,2.4553966,2.455448,2.474537,2.393568522,0.107059835,-0.000625301,,,,,,,,,,,,,0.342012256,,-0.963455971,-0.030550342,-0.002599181,-0.304995391,1.060941564,0.905311059,0.066060079
1981,229077,6635.731842,7.433333333,1.560805161,-0.357901881,4.476557668,47.196,10.37188,8.86924,16.6,14.39,5.623056277,,,,,,-0.47610583,-0.4765787,-0.4291963,-0.55480898,-0.095539764,-0.045805063,,,,,,,,,,,,,0.231073041,,0.121863076,-0.075580373,-0.0189688,0.362564431,0.69505941,0.373962019,1.544764043
1981.25,229580,6587.425386,7.4,0.293202447,-0.470866243,4.497193318,48.081,6.71448,7.55912,17.79,14.91,5.603291659,,,,,,1.5149078,1.514498,1.525954,1.515757635,0.140350982,0.050853711,,,,,,,,,,,,,2.026216907,,-0.543256222,0.016841408,-0.001057702,0.744717865,-0.509398715,-1.032083354,-0.40506757
1981.5,230188,6662.85294,7.4,0.944616309,-0.578565456,4.524657762,48.946,6.58572,7.36756,17.59,15.05,5.60235794,,,,,,-0.65150372,-0.6473487,-0.7218544,-0.791033918,0.306502274,0.075790922,,,,,,,,,,,,,2.091507875,,1.289057962,-0.102511592,-0.025639003,-1.005528567,0.210659117,-0.300949706,1.508960251
1981.75,230817,6585.043018,8.233333333,-0.712919867,0.122552776,4.540804749,49.863,6.132,7.10968,13.59,11.75,5.540255535,,,,,,-0.83024832,-0.8308354,-0.8630374,-0.883451894,-0.437647673,-0.11242426,,,,,,,,,,,,,-1.107877568,,-2.75696746,0.001964858,-0.007153458,-0.009248289,0.674895589,-0.544298393,-0.81560605
1982,231313,6474.951049,8.833333333,-2.872052068,0.636402354,4.549656358,50.561,5.08064,5.86016,14.21,12.81,5.524663796,,,,,,0.58638753,0.5867098,0.612453,0.609108647,0.155129861,0.072936101,,,,,,,,,,,,,1.619132222,,-0.102251671,-0.04480385,-0.017488141,0.677052894,-0.125886648,-0.013163363,-0.893695985
1982.25,231815,6510.259918,9.433333333,-3.049604476,1.166820582,4.563964617,51.17,3.84992,5.4106,14.51,12.42,5.499464073,,,,,,-0.05561013,-0.0564761,-0.0891476,-0.086472969,0.248523118,0.058389163,,,,,,,,,,,,,1.264484377,,-0.5682389,-0.009535376,-0.001934269,-1.255948101,-0.659269656,-0.809259879,-0.076308322
1982.5,232393,6486.793689,9.9,-4.110789726,1.617247012,4.581218499,51.907,6.32044,6.41004,11.01,9.32,5.477171017,,,,,,-0.40750841,-0.4078322,-0.4359074,-0.43070476,-0.451037736,-0.1217244,,,,,,,,,,,,,-2.258943545,,-0.790641219,-0.009628194,-0.004984887,1.319611936,1.496561881,0.931590621,-1.067558332
1982.75,232990,6493.150163,10.66666667,-4.798684475,2.390391933,4.584285468,52.483,4.41208,5.57228,9.28,7.91,5.434966745,,,,,,0.53300493,0.5335374,0.4530183,0.344234839,-0.206633244,0.001976585,,,,,,,,,,,,,-0.480158613,-0.01192331,2.192927011,0.15963611,0.045352191,2.604532555,0.957357424,-0.04851218,-0.354811521
1983,233469,6578.146559,10.36666667,-4.268596198,2.087954858,4.584967132,52.907,3.30468,5.25632,8.66,8.11,5.470296453,,,,,,0.32963756,0.3304234,0.3403285,0.238891424,-0.016447733,-0.048111793,,,,,,,,,,,,,-0.057999572,0.047269464,0.421876252,-0.011016834,-0.004786068,0.038315575,1.042387043,-0.090850726,-1.76668736
1983.25,233940,6728.245565,10.13333333,-2.84764063,1.810141301,4.596462578,53.265,3.66064,3.05584,8.8,8.4,5.516016914,,,,,,-0.01874941,-0.0184573,-0.0370014,0.156412163,0.293869427,0.053661736,,,,,,,,,,,,,0.396965227,0.027573794,0.192779615,0.050977953,0.019634532,1.331785289,-0.689635287,0.046515353,-0.105840878
1983.5,234503,6860.078405,9.366666667,-1.743410961,1.155851805,4.606166692,53.823,5.2568,6.07612,9.46,9.14,5.57014984,,,,,,-0.24233576,-0.2432183,-0.1983932,-0.033345055,0.143387132,0.004492057,,,,,,,,,,,,,0.236073919,-0.008880753,0.247813436,-0.034934212,-0.011191348,-0.026658709,0.655988373,0.825736212,-0.370698418
1983.75,235073,7001.420166,8.533333333,-0.593961247,0.322855577,4.616107191,54.219,2.63848,3.19972,9.43,8.8,5.594608996,,,,,,0.32599049,0.3265825,0.2766463,0.28628771,0.122816593,0.039713177,,,,,,,,,,,,,0.456338293,-0.028557156,0.40558993,-0.026392529,-0.003587428,0.537949724,-0.195243373,-0.758395323,-0.247096069
1984,235529,7140.667202,7.866666667,0.393335822,-0.191800586,4.630182767,54.796,4.32256,4.04364,9.69,9.17,5.638464069,,,,,,0.15644843,0.1555654,0.1515853,0.138007092,0.068766164,-0.002958859,,,0.003333333,0,-0.003763433,,,0.005,,,-0.024224467,,0.209455957,-0.010537669,-0.451360176,-0.064668015,-0.011284684,-0.312564465,-1.057122114,1.037995645,0.497808241
1984.25,235997,7266.047741,7.433333333,1.131702395,-0.59127167,4.639570368,55.257,3.87396,4.68124,10.55,9.8,5.664885342,,,,,,0.17324327,0.173155,0.1376575,0.150463376,0.415691362,0.102607424,,,0.01,0.013333333,0.007096767,,,0.01,,,0.004062233,,1.808412146,-0.016989996,0.359396195,-0.039809413,-0.006171961,-0.06596714,1.501631117,0.069735786,1.499122652
1984.5,236552,7337.581905,7.433333333,1.097431037,-0.478592787,4.648226923,55.705,3.08664,3.7584,11.39,10.32,5.616554946,,,,,,0.26552891,0.2640372,0.2864533,0.34254513,0.030201111,0.010696274,,,0,0,0,,,0,,,-0.012832533,,0.246030244,0.08362633,0.919481462,0.026670348,0.009252044,0.768318455,1.117520626,0.291375469,0.337869648
1984.75,237150,7395.994936,7.3,0.908472508,-0.456429503,4.656812217,56.079,2.46588,2.84236,9.26,8.8,5.584468287,,,,,,-0.6539676,-0.653407,-0.7383595,-0.643581824,-0.368920345,-0.103388856,,,-0.070215067,-0.0731183,-0.062903233,,,-0.223333333,,,0.0105306,,-1.985589096,-0.342131203,1.042412158,0.009854995,0.0024565,-0.612919015,1.922662317,-1.121517392,0.040534403
1985,237601,7469.501446,7.233333333,0.859282492,-0.427148264,4.665942702,56.724,4.7192,5.45696,8.48,8.18,5.538925465,,,,,,0.0435235,0.0424604,0.0938688,0.012122711,0.154098355,0.069167128,,,-0.156989233,-0.144623633,-0.1336559,,,-0.006666667,,,-0.0189596,,0.089303812,0.011963139,1.213935784,0.039989207,0.014507247,-0.325018745,-0.391278572,-0.358867417,1.122739299
1985.25,238081,7537.976347,7.3,0.720176476,-0.192830248,4.67500531,57.075,3.24484,3.47224,7.92,7.46,5.523270734,,,,,,-0.10394844,-0.104486,-0.1474005,-0.04069756,-0.342262186,-0.081138198,,,-0.1227957,-0.1355914,-0.143440867,,,-0.12,,,0.007634967,,-1.195379527,-0.059734845,-0.223209029,0.012776413,0.001995883,0.430510622,0.873031441,-0.997823788,-0.457099267
1985.5,238681,7655.297356,7.2,1.222460046,-0.155289665,4.681203727,57.406,3.13816,4.10704,7.9,7.11,5.460485808,,,,,,0.24662485,0.2457843,0.2540045,0.349415709,0.195155258,0.060141424,,,0.005555533,-0.0122222,-0.001666667,,,0.006666667,,,-0.0052037,,0.329103984,0.066675704,1.863172504,-0.022007244,-0.001881761,0.867555746,-0.345242047,0.281838868,1.589100109
1985.75,239299,7712.598289,7.033333333,0.956172945,-0.216220205,4.691340868,57.738,2.78884,2.86976,8.1,7.17,5.447466616,,,,,,0.05537063,0.055349,0.0780944,0.162601064,-0.124650649,-0.044965043,,,-0.0003943,0.005555567,0.005,,,-0.003333333,,,0.017267133,,-0.605022567,-0.000505288,-0.431150704,0.030326672,0.00806923,0.401908461,-0.84767986,-0.171316477,0.423675173
1986,239785,7784.039986,7.033333333,0.888276403,-0.077218505,4.696528374,58.02,2.83656,4.32396,7.83,6.9,5.420141405,,,,,,-0.10995812,-0.1095687,-0.092363,-0.123416801,0.019418459,0.076641184,,,0.0068817,0.008709667,0.010107533,,,0.01,,,0.004935567,,0.170565162,-0.002004336,1.315907506,0.07477735,0.023658197,0.949702059,0.439292245,-0.041817022,0.627714567
1986.25,240275,7819.817345,7.166666667,0.353034318,0.26025394,4.691650189,58.252,-0.42384,2.73928,6.92,6.14,5.372526349,,,,,,0.28262134,0.2821973,0.2789763,0.281421067,-0.087992853,-0.031606971,,,-0.004931867,0.011734767,0.014114667,,,-0.006666667,,,0.000479,,-0.590697416,0.030454046,0.194293584,0.043348793,0.010218801,0.415319535,-0.162081696,-2.114276084,0.470945612
1986.5,240858,7898.507361,6.966666667,0.335496758,0.194783893,4.69774743,58.487,2.10912,2.7446,6.21,5.52,5.368260878,,,,,,-0.40039002,-0.4034524,-0.3884781,-0.200234543,-0.071990723,0.028007005,,,-0.008666667,-0.009444433,-0.015,,,-0.013333333,,,-0.005854533,,-0.437724276,-0.126960766,1.235004146,-0.023825256,-0.007538076,-1.259033332,-0.731286165,-1.26055509,0.239827545
1986.75,241454,7939.401153,6.833333333,-0.082369127,0.12479546,4.704711268,58.813,2.41952,3.25156,6.27,5.35,5.420065651,,,,,,-0.06065667,-0.0602143,-0.0200735,0.193553412,0.066438652,0.036976741,,,-0.0051111,-0.009279567,-0.002555533,,,0,,,0.0155461,,-0.174807567,0.041799582,-0.802262015,0.007145473,0.000165281,-0.285682069,-0.434752922,-0.660507177,-0.457209694
1987,241931,7994.935854,6.6,-0.275240254,0.048591005,4.716707294,59.24,3.766,2.50808,6.22,5.54,5.427738889,,,,,,0.36685299,0.3670341,0.4283997,0.440608759,0.000653576,-0.001668174,,,3.33E-08,-0.001720433,-3.33E-08,,,0,,,0.008149633,,-0.207419559,0.034284787,-2.164557477,0.125211343,0.033913974,-0.681614926,-0.039175235,0.89033037,-1.69074087
1987.25,242428,8084.746047,6.266666667,-0.117414949,-0.135605101,4.727973359,59.637,3.85652,3.8782,6.65,5.66,5.495241123,,,,,,0.23837619,0.2387692,0.2585374,0.269893183,0.05583506,0.002052797,,,-0.013333367,-0.0166667,-0.036666633,,,-0.013333333,,,0.010434933,,-0.067463201,0.044313763,0.702022396,-0.031830076,-0.005813599,0.736364633,-0.693542736,-0.348483929,0.044101515
1987.5,243013,8157.982354,6,-0.146919954,-0.329598861,4.738529706,60.07,3.78856,3.57856,6.84,6.04,5.537703973,,,,,,-0.20870671,-0.2116506,-0.1605985,0.013639376,0.124072191,0.029264693,,,0.0431111,0.061333333,0.059,,,0.053333333,,,-0.002146867,,0.755782653,-0.067785082,0.867592293,0.062793568,0.018705588,0.73215996,0.366835815,0.495144067,-0.736779181
1987.75,243631,8292.799709,5.833333333,0.686108707,-0.435111523,4.747824146,60.567,3.45668,4.06696,6.92,5.86,5.54108506,,,,,,-0.26547176,-0.2649809,-0.1958912,-0.143398839,-0.202649855,-0.082344914,,,0.011835133,0.0785591,0.1106774,,,0.003333333,,,0.0075222,,-1.531817223,-0.038399719,-1.134098982,-0.258413643,-0.075605467,-2.17864617,0.704206704,-0.279879837,0.219300985
1988,244130,8339.367331,5.7,0.357980111,-0.453658333,4.755598103,61.043,3.15676,3.85972,6.67,5.72,5.558222413,,,,,,-0.20625113,-0.2071779,-0.0883626,-0.087759782,-0.191618675,-0.03419464,,,-0.0051613,0.000322567,0.0072043,,,-0.01,,,-0.004686033,,-0.713834159,-0.00136361,0.739884394,0.07067699,0.025166273,1.630826956,-0.176213754,0.403839187,0.372529737
1988.25,244620,8449.531907,5.466666667,0.84755992,-0.586482598,4.767001612,61.633,4.41936,4.85188,7.15,6.21,5.599872035,,,,,,0.49598352,0.4957365,0.5805244,0.446854505,0.145885437,0.064217448,,,0.021215067,0.0261183,0.019784933,,,0.026666667,,,-0.004842233,,0.400986965,0.07672394,-0.570814672,-0.010712801,-0.002528281,-2.158255772,-0.104132345,0.160637041,0.220990856
1988.5,245242,8498.372328,5.466666667,0.645187456,-0.534544083,4.779117608,62.359,4.92696,4.6042,7.98,7.01,5.630390987,,,,,,-0.24878885,-0.2482354,-0.2102174,-0.2157582,0.150225277,0.053168796,,,0.054555567,0.072555533,0.0588889,,,0.05,,,0.0078487,,0.704168818,-0.013876609,0.050191353,-0.013045409,-0.003577047,1.478318669,0.268222082,0.256906265,0.023033462
1988.75,245878,8610.859225,5.333333333,1.212348231,-0.698436004,4.789984938,62.859,4.04672,4.47248,8.47,7.73,5.620803103,,,,,,0.43647347,0.4349482,0.4447969,0.502637071,0.254345283,0.053468774,0.04013115,,0.007240133,0.0150896,0.0099283,,,0.02,,,0.012322967,,0.851451118,0.111361132,-0.114162377,0.024122499,0.008949465,-0.80343763,0.781684379,-0.935040203,0.272476083
1989,246377,8697.718332,5.2,1.49785155,-0.778417488,4.801279363,63.55,4.59496,4.36416,9.45,8.54,5.654528669,,,,,,0.35826997,0.359073,0.3247353,0.343424727,0.168113085,0.062131111,0.0460412,,0.020215033,0.028709667,0.033870967,,,0.006666667,,,-0.030934967,,0.86515569,0.049996606,-0.960380636,0.033308361,0.006348133,-0.537992098,0.584624673,1.08176673,0.104115543
1989.25,246914,8766.022396,5.233333333,1.562580089,-0.774311137,4.817314668,64.207,5.3902,3.63564,9.73,8.41,5.645186655,,,,,,0.15339881,0.1532258,0.1436368,0.144772838,-0.186616277,-0.024054078,-0.0319275,,-0.023010733,-0.022688167,-0.020465933,,,-0.023333333,,,-0.0029011,,-0.83695677,0.011357783,-0.18717216,0.05371137,0.009784697,0.010798734,-0.250705195,1.594889994,0.118368774
1989.5,247577,8831.642751,5.233333333,1.634230514,-0.785453044,4.825107963,64.672,2.35672,2.98104,9.08,7.84,5.624541882,,,,,,-0.06433405,-0.0658207,-0.0522432,-0.068152702,0.020121025,0.009530307,-0.0126378,,-0.023333333,-0.023333333,-0.025555533,,,-0.02,,,-0.014053233,,0.353913444,-0.035686934,0.723137968,0.056731164,0.014728364,-0.202015106,-0.038924711,-1.476591335,0.694218133
1989.75,248276,8850.158165,5.366666667,1.19156978,-0.610695355,4.835218866,65.122,3.14792,3.65896,8.61,7.65,5.592468819,,,,,,-0.04538395,-0.0476305,0.0367206,0.060007257,-0.124398588,-0.047138404,-0.120678067,,-0.0172043,-0.015913967,-0.009247333,,,-0.023333333,,,0.002288933,,-0.769371285,-0.016530844,-1.01289398,-0.022067249,-0.010164086,0.756885304,-0.298112156,-0.072869008,-0.325574262
1990,248833,8947.008703,5.3,1.662725359,-0.748399312,4.85228448,65.841,5.7996,4.60948,8.25,7.76,5.571266255,-0.0133,0,,,,0.21912675,0.2170083,0.2577399,0.164037098,0.207470319,0.041964434,-0.039211933,-0.007526867,-0.000322567,-0.0016129,-0.002043033,-0.005,-0.02,0,-0.002458333,-0.011087867,-0.008562767,,0.321384629,0.028351443,0.724119819,-0.055731621,-0.013541945,0.307888652,-2.074342022,1.022022904,0.466474862
1990.25,249573,8981.809982,5.333333333,1.429152715,-0.796544469,4.86212971,66.52,3.62856,4.46764,8.24,7.75,5.619074663,0,0,,,,0.04396574,0.0434029,0.0448875,0.035841496,-0.008246751,-0.02029349,0,-0.005806467,-0.0124731,-0.012473133,-0.015376333,0,0,-0.006666667,0.001319433,0.0073713,-0.0082155,,-0.018567427,0.002405252,0.876928825,0.02496906,0.009258427,0.439657892,0.548019567,1.058483731,0.688162397
1990.5,250441,8983.967578,5.7,0.914749714,-0.452642631,4.879240964,67.114,5.08436,4.0422,8.16,7.48,5.612947789,-0.0333,0,,,,0.0840415,0.082463,0.07195,0.145853713,-0.041045186,-0.030202249,-0.045923333,-0.033333333,-0.01,-0.006666667,-0.01,-0.026663333,-0.033333333,-0.01,0.004343733,0.0113636,0.013355333,,-0.374297798,0.015986134,-0.586486183,-0.061713975,-0.021883119,-1.158011661,-1.133206366,0.753547221,-0.35085819
1990.75,251343,8907.308272,6.133333333,-0.57163875,-0.113707764,4.896093947,67.622,5.29064,3.35684,7.74,6.99,5.572665777,-0.07,0,,,,-0.29553415,-0.2959641,-0.1521085,-0.160042268,0.100958684,0.1080401,-0.056674833,-0.0399967,-0.020107533,-0.017419367,-0.0083871,-0.053333333,-0.069996667,-0.043333333,-0.0140458,0.002522933,-0.007043,,0.510545177,0.009516144,-0.858770695,-0.030803813,-0.014434818,-0.761614519,-1.619549876,-0.029303307,-1.593418529
1991,252132,8865.672953,6.6,-1.609783936,0.323529069,4.903544827,68.296,2.10352,3.55084,6.43,6.02,5.545991742,-0.1233,0,,,,-0.02418447,-0.0246575,0.0402715,-0.07269684,-0.095850869,-0.050838391,-0.122218567,-0.144731167,-0.111075233,-0.086559167,-0.0601075,-0.063333333,-0.123333333,-0.096666667,-0.003380033,0.0050167,-0.001881933,-0.033281767,0.053260944,-0.006674918,-0.621355141,0.123674281,0.03461517,0.973812956,0.871425803,-1.158228313,-1.114711239
1991.25,252921,8934.326101,6.833333333,-1.405727079,0.462407872,4.909459835,68.764,2.18292,3.08164,5.86,5.56,5.52725597,-0.07,0,,,,0.26233321,0.2621248,0.2334903,0.308570205,-0.136386729,-0.088697374,-0.061159967,-0.078602133,-0.078817233,-0.069354833,-0.0715054,0.003333333,-0.07,-0.07,0.0124409,-0.000523067,0.006482667,-0.020778467,-0.613430626,0.02894727,0.289863015,-0.002562105,0.001425553,0.350326579,0.575645851,0.921926715,0.610269452
1991.5,253809,8977.175937,6.866666667,-1.482839434,0.506066443,4.917054089,69.269,2.71692,3.6038,5.65,5.38,5.495376229,-0.0233,-0.007,,,,0.06374891,0.0632367,0.0716177,0.196921717,-0.132852743,-0.005019315,-0.0312547,-0.023333333,-0.030000033,-0.016,-0.02,-0.046666667,-0.023333333,-0.03,0.017298367,0.018294033,0.0190904,0.0480148,-0.501050629,0.033939688,-1.112293767,-0.013197878,-0.004564378,0.177895935,-0.223833844,-0.286122044,-0.063315706
1991.75,254706,9016.412274,7.1,-1.728767829,0.657353575,4.925314995,69.643,2.90368,3.1488,4.82,4.54,5.490116102,-0.1367,-0.0463,,,,-0.04273797,-0.0422805,0.0067029,0.138958855,-0.181889269,-0.004503416,-0.094050467,-0.0868817,-0.075913967,-0.0571183,-0.043010733,-0.073333333,-0.136666667,-0.133333333,0.007308567,0.008333467,0.0046255,-0.0285941,-0.691191888,-0.050778829,-1.024827477,0.000616494,-0.002167798,-1.306094696,-1.044458857,0.171340898,-1.031124689
1992,255455,9122.987618,7.366666667,-1.148589048,0.91880177,4.932070141,69.942,2.5058,3.05588,4.02,3.89,5.47452949,0,-0.0013,,,,-0.13034497,-0.1301135,-0.0160252,-0.117093477,0.080823735,0.000303198,-0.061924833,-0.049784933,-0.060752667,-0.053548367,-0.036989267,0.003333333,0,-0.003333333,0.0013008,0.001873067,0.003298467,0.007702033,0.312316492,0.03729939,2.064146407,0.010258698,0.012874155,0.772143027,-0.501574421,0.26925243,1.583875471
1992.25,256289,9223.589248,7.6,-0.697959792,1.092532684,4.939733739,70.388,2.66248,2.82552,3.77,3.68,5.503882779,-0.0633,-0.0207,,,,0.14817133,0.1483289,0.1536554,0.16071476,-0.166053505,-0.046738966,-0.067979967,-0.063336733,-0.076666667,-0.07,-0.0766667,-0.046666667,-0.063336667,-0.076666667,0.001838267,0.008425733,0.0096322,-0.046121867,-0.467816706,-0.000375381,-0.349924686,-0.042512387,-0.011920161,-0.637810625,0.544959434,0.212569897,0.126377327
1992.5,257225,9313.09475,7.633333333,-0.362009452,1.080093721,4.94733893,70.723,2.54936,2.37108,3.26,3.08,5.505134811,-0.0933,0.008,,,,-0.09037669,-0.0905087,-0.0479476,0.035110294,-0.136837052,-0.011908147,-0.019896667,-0.093666667,0.0003333,0.007,0.010666633,-0.023333333,-0.093333333,0,-0.023741167,-0.078228567,0.0133263,-0.090461667,-0.785859617,-0.041621907,0.943285139,0.025740696,0.006899487,0.24834191,-0.042899688,-0.091265872,-0.030581461
1992.75,258140,9406.609458,7.366666667,0.007674218,0.882349453,4.956060229,71.201,2.79028,2.93064,3.03,3.07,5.47696786,0,0.0007,,,,-0.44124412,-0.4403396,-0.2830335,-0.349553384,0.000412401,0.000254724,-0.0129153,0.002698967,0.0020323,0.002032267,-0.0012043,-0.003336667,0,0,-0.008530433,0.028232867,0.007778833,0.037792967,0.236530787,-0.016904583,0.119447408,-0.009123877,-0.002546856,0.253530288,-0.349215222,0.174203032,0.5511551
1993,258917,9424.070609,7.133333333,-0.514548756,0.599489393,4.96330969,71.606,2.38212,2.7556,3.04,2.96,5.474355237,-0.0067,0.0013,,,,0.03154362,0.0320153,0.0629891,0.029638072,-0.119694996,-0.035072445,0.009161933,-0.009032267,-0.0023656,0.000967733,-0.0060215,-0.003333333,-0.006666667,0,-0.014069133,7.73E-06,-0.000340567,-0.002127867,-0.382690043,-0.021281405,-1.475252033,0.055597626,0.009362661,0.176946634,0.176871853,-0.691410745,-1.432295605
1993.25,259686,9480.157133,7.066666667,-0.645510724,0.631151587,4.970506379,72.041,2.68816,3.0364,3,2.97,5.460231765,-0.0067,-0.005,,,,0.33470071,0.3347189,0.324682,0.357529469,0.019744244,0.018536472,-0.00861,-0.006666667,-0.006666667,-0.006666667,-0.0001075,-0.003333333,-0.006666667,-0.006666667,-0.002528233,-0.002975767,-0.002495167,0.004786067,0.256468544,0.042776616,-1.451558537,-0.014765069,-0.00412231,-1.97242425,-0.126557566,-0.22680285,-0.970054648
1993.5,260563,9526.31942,6.8,-0.903713822,0.376599396,4.975122243,72.475,1.73556,2.23724,3.06,3,5.462333087,0.0067,0.0033,,,,0.21247298,0.2124604,0.2725431,0.260184472,-0.114246996,-0.016808682,0.008986633,0.004333333,0.003333333,-0.001,0.004666633,0.006666667,0.006666667,0.003333333,0.003575767,0.0157671,0.0045852,0.032557567,-0.053661887,-0.00547804,0.129214762,0.010438889,-0.000299208,-0.232693463,0.739419309,-1.03402585,-0.767638775
1993.75,261421,9653.411665,6.633333333,-0.30991752,0.234701717,4.983376355,72.853,2.30536,2.05924,2.99,3.06,5.487001582,-0.0033,-0.004,,,,-0.25043579,-0.24988,-0.1834657,-0.191399963,-0.081622725,-0.033258755,0.007693367,0.001258067,0,-0.002333333,-0.013268767,0.003333333,-0.003333333,0,-0.017331667,-0.020665567,-0.020378867,-0.008658033,-0.29860094,-0.057366017,-0.214409193,-0.00717328,0.003352182,-0.397821983,-0.65970786,-0.325690457,0.066384944
1994,262131,9748.244679,6.566666667,-0.123809517,0.304092068,4.988387207,73.206,1.43212,1.8118,3.21,3.24,5.525048046,0,0.0027,,,,0.53727095,0.5374958,0.5886676,0.5202316,0.091623933,0.025695508,0.054442267,-0.002258067,0.044623667,0.041290333,0.029892467,0.046666667,0,0.033333333,0.038274067,0.007851233,0.0236068,-0.015418267,0.708188835,0.06869296,-0.433712053,-0.005867727,-0.00658717,0.604977888,1.022279605,-1.108596151,-0.930816372
1994.25,262887,9881.339115,6.2,0.42110493,-0.01674272,4.994052251,73.571,2.23424,2.69348,3.94,3.99,5.54306912,0.0567,-0.0153,,,,0.28719449,0.2875828,0.3189584,0.36233842,0.101439804,0.037004727,0.086907733,0.056666633,-0.007956967,-0.004623633,-0.004623633,0.03667,0.056666667,0.003333333,0.0069422,0.0126305,-0.027230833,0.063898033,1.075226592,0.092360788,-1.31851157,-0.04488647,-0.013557167,-2.018213647,-0.34672524,-1.13043542,-0.780972626
1994.5,263726,9939.704471,6,0.182042757,-0.129505873,5.00327178,73.969,2.87048,2.23444,4.49,4.48,5.575586769,-0.01,-0.0027,,,,0.52816472,0.5284312,0.5814388,0.714354218,0.119786946,0.029914224,0.0207967,-0.0013333,0.0091111,0.0062222,0.003333333,0,-0.01,0.003333333,-0.004667467,0.005155133,0.004957267,-0.0074112,0.710818509,0.055151636,-0.575720731,0.026844986,0.004922796,-0.984100324,-0.069868374,-0.414140687,-0.913267637
1994.75,264555,10052.57072,5.633333333,0.478831729,-0.435890154,5.009076694,74.376,1.87924,2.02912,5.17,5.28,5.618419154,0.01,-0.002,,,,0.30080592,0.3019767,0.3894201,0.418633791,0.244679774,0.060026954,-0.015091667,0.011548367,0.008845867,0.008401433,0.012580667,-0.006666667,0.01,0.016666667,-0.0211606,-0.004340767,-0.0026158,0.011468167,1.287145022,0.107332125,-0.236467891,-0.029863609,-0.004135685,0.112214052,0.368473445,0.386574216,0.937165756
