date,pop,rgdp,unemp,ygap_hp,ur_hp,lcpi,pgdp,pi,pix,ffr,tbill3,lpcom,ff4,onrun10,ir_1,ir_2,ir_3,rr_1,rr_2,rr_3,rr_4,gk_var_1,gk_var_2,mp1_tc,ff4_tc,ed2_tc,ed3_tc,ed4_tc,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,mar_raw,mar_svariv,ad,ford_tfp,bp_tfp_news_sr,bp_tfp_news_lr,bs_tfp_news,bzk_ist_news,bzk_ist,bzk_tfp
1995,265270,10086.89491,5.466666667,-0.029231263,-0.437507384,5.016394638,74.803,1.95504,2.09672,5.8,5.74,5.658137445,0.0067,0.016,0.0238735,-0.0319522,0.219239592,0.74217244,0.742304,0.7535121,0.717240033,-0.141713179,-0.022535979,-0.025748467,-0.009354833,0.019569867,0.022903233,0.0249462,0.023336667,0.006666667,0.023333333,0.027814733,0.015989567,0.026181867,-0.001598,-0.074132973,0.089363614,-1.351391635,0.04018328,0.007577201,-0.768294314,0.830001584,-0.895430166,-0.686003631
1995.25,266008,10122.05186,5.666666667,-0.613411575,-0.135696954,5.024536902,75.132,2.32716,2.3758,6.02,5.6,5.66943341,0,0.0007,-0.052524267,0.050220763,-0.138414217,0.20918393,0.2095426,0.2281154,0.157238114,-0.126474076,-0.025448482,-0.002899897,0.005806433,0.0024731,0.0024731,0.005806433,0,0,-0.003333333,0.0118858,0.0122964,0.010723467,0.005680533,-0.53583923,0.011649523,-0.332544862,0.075553782,0.019233231,-0.446304079,0.165749794,-0.250636473,-0.748117567
1995.5,266851,10208.77214,5.666666667,-0.668194695,-0.031524809,5.029565178,75.489,1.63484,1.90876,5.8,5.37,5.678942848,-0.04,-0.0253,0.021266767,-0.039099563,-0.148471127,-0.0717443,-0.0714447,0.0352156,0.032117803,-0.06969596,-0.020293337,-0.0240561,-0.048333333,-0.066666667,-0.062222233,-0.063888867,-0.026666667,-0.04,-0.05,-0.002181667,-0.0151766,-0.019191567,-0.027427233,-0.212808269,-0.036955267,-0.263968644,0.026640153,0.006582883,-0.868493009,-0.073181631,-0.487355207,0.650327144
1995.75,267705,10281.30396,5.566666667,-0.912633849,-0.025972089,5.035002086,75.861,1.75784,2.00484,5.72,5.26,5.681468561,-0.0167,0.0027,-0.063405767,-0.00241752,0.091069033,-0.11845569,-0.1181902,-0.013886,-0.164964502,0.032221342,0.018202334,0.009028167,0.0013441,0.022473167,0.024695333,0.018297467,-0.005,-0.016666667,0,0.0134627,0.000365067,0.005907633,-0.003204733,-0.15509639,-0.063939212,-0.119461901,0.030965256,0.008334398,0.094938046,0.625259679,0.463070684,0.257504298
1996,268370,10348.62073,5.533333333,-1.106044426,-0.020000227,5.043852869,76.272,2.22412,1.57104,5.37,4.93,5.656419072,-0.0033,-0.004,0.027068267,-0.05437105,0.004364387,0.12977887,0.1295553,0.1398095,0.121883922,0.023867115,-0.025674731,-0.026856867,-0.015699533,-0.011828,-0.0145161,-0.020430067,0,-0.003336667,-0.003333333,0.0075707,-0.001051267,0.0032517,0.000757533,-0.093525186,-0.042164514,1.021986565,0.027630104,0.009177636,-0.489676789,-0.601189399,0.096104269,0.202347721
1996.25,269116,10529.37489,5.5,-0.408449718,0.085445575,5.052415602,76.562,2.67768,1.90048,5.24,5.02,5.717111851,0,0.004,-0.006178267,0.0050758,0.025744163,-0.02691964,-0.0268014,0.0037818,-0.019197248,0.046430918,-0.001214326,0.002684827,0.002685467,0.009354833,0.008709667,0.009354833,0,0,0.006666667,-0.002185167,-0.003472967,0.001906133,0.006087167,0.055570719,-0.016752467,0.095116805,-0.009790094,-0.000815541,-0.913087965,-0.006017757,1.048282456,1.005336251
1996.5,269976,10626.74204,5.266666667,-0.486721856,-0.010567385,5.05815306,76.778,1.70524,1.82644,5.31,5.1,5.740109577,-0.0533,-0.0097,0.033245233,-0.1528371,0.244983595,-0.14774214,-0.1483107,-0.0270068,0.015594675,0.023478459,-0.008356191,-0.04272,-0.0201111,-0.013666633,-0.0021111,-0.0062222,-0.03333,-0.053333333,-0.036666667,-0.031050267,-0.0450943,-0.0410038,-0.0316852,0.081751203,-0.044341833,-1.068278262,-0.014352788,-0.004188034,0.116308395,-0.020993943,-0.47946678,-0.188623276
1996.75,270861,10739.03691,5.333333333,-0.437308134,0.09097479,5.066802873,77.168,2.72476,2.27836,5.28,4.98,5.668565396,-0.0067,-0.0063,0.096616233,-0.0993582,0.028333446,0.0184763,0.0202375,0.0862866,0.031971389,-0.123172005,-0.04462814,-0.034764467,-0.038168467,-0.0263333,-0.024555567,-0.032057367,-0.001666667,-0.006666667,-0.003333333,0.009226867,0.000453933,0.0038989,0.008691533,-0.16821368,-0.017569887,-0.334290424,0.088180915,0.02550637,-0.558055351,0.029807513,0.95175698,-0.499414335
1997,271589,10820.89456,5.233333333,-0.787060304,0.089092598,5.072878952,77.647,1.7658,1.5712,5.28,5.06,5.688050999,0.0133,0.026,0.021640233,-0.034121133,0.118386602,,0.0510779,0.1277924,0.157284464,0.04811738,-0.010402411,-0.007258067,0.0012903,0.008225833,0.012311867,0.013172033,-0.006666667,0.013333333,0.025,-0.003720867,0.018306633,0.0276421,0.0224978,0.085133701,0.007101287,-0.718903613,0.038534861,0.007032581,-0.44661934,1.168842463,0.706615634,-1.078624474
1997.25,272349,10984.1119,5,-0.138592812,-0.017250321,5.075173425,77.857,1.0028,2.08676,5.52,5.05,5.679849896,-0.03,-0.0043,0.011460033,-0.095677467,0.088751617,,0.0685378,0.103655,0.023278443,-0.052070021,-0.013510119,-0.022560767,-0.0196775,-0.0065592,0.001021533,0.000107533,-0.011666667,-0.03,-0.023333333,-0.0006915,-0.0175971,-0.017591833,-0.008210567,-0.196180351,-0.02473684,0.236907115,0.014879597,0.006410475,0.776003221,0.020316928,0.207746182,0.641931255
1997.5,273234,11124.08012,4.866666667,0.101478034,-0.029146008,5.080159294,78.135,1.05576,0.9328,5.53,5.05,5.680953383,-0.0033,0.0033,-0.0724794,0.072408733,0.002739642,,-0.2541231,-0.1427021,0.11707586,-0.108509051,-0.066960025,-0.007129973,-0.003333333,0.003277833,0.004944433,0.005055567,-0.013333333,-0.003333333,0.001666667,-0.0013426,0.006498133,0.0079278,0.008538633,-0.69318951,-0.064942108,0.166532438,0.088146619,0.028674623,0.656203953,0.537149658,0.137861767,0.885805873
1997.75,274117,11210.28127,4.666666667,-0.045961925,-0.147675725,5.085536305,78.395,1.25464,1.26604,5.51,5.09,5.668355171,-0.0033,-0.009,-0.005883833,-0.000354253,-0.000473197,,-0.133993,-0.0718923,-0.024502244,0.043664133,0.022608905,-0.013886667,-0.001720433,-0.0124714,-0.013331533,-0.011776,-0.00833,-0.003333333,-0.011666667,-0.002412567,-0.0010004,-0.012560033,0.004540233,-0.131593935,-0.006891419,0.092525531,-0.027101051,-0.010821193,0.311099794,0.582611838,0.154041777,-0.358268388
1998,274837,11321.14158,4.633333333,-0.05009379,-0.173902516,5.087596335,78.523,0.03024,1.17804,5.52,5.05,5.58849534,0,0.0037,-0.0061391,-0.049390913,0.016175513,,-0.1241339,-0.0518049,0.203640538,0.020719198,0.004981808,-0.000107533,-0.0016129,0.004193533,0.005107567,0.006720433,-0.005,0,0.005,-6.34E-05,0.006413633,0.010783467,0.003517433,0.259884895,-0.002099496,-0.573280918,0.065217026,0.018797865,0.539285639,0.996641127,0.136221499,0.109934075
1998.25,275568,11430.98606,4.4,-0.119717137,-0.30879713,5.090881931,78.687,0.72228,1.22588,5.5,4.98,5.609616203,-0.0033,-0.0027,-0.005794467,0.01223747,-0.025931117,,-0.1320815,-0.0645189,-0.016699444,0.048530415,0.013881229,-0.011839133,-0.0033333,-0.005000033,-0.0033871,-0.005,-0.003333333,-0.003333333,-0.005,0.004351733,0.007647933,0.000107567,0.003484733,-0.074994296,-0.013841271,0.800079494,0.051419102,0.014558195,-0.207071065,0.585845409,0.092287563,-0.118066164
1998.5,276416,11580.63332,4.533333333,0.144948783,-0.153221624,5.095996872,78.981,1.23772,1.42156,5.53,4.82,5.563789153,0.03,-0.0007,-0.078764667,0.01135545,0.0385522,,-0.1496708,-0.04442,-0.093071475,-0.092525493,-0.018979823,0.0033678,0.008218833,-0.001555533,0.001888867,0.000333333,0.001666667,0.029996667,0,0.014316367,0.035810333,0.004221933,0.018054533,-0.678156152,-0.026228952,1.224848377,-0.068004444,-0.017893076,0.522374265,0.015880482,0.011685706,0.559996482
1998.75,277269,11770.71237,4.433333333,0.782485652,-0.207845058,5.100678322,79.228,1.05332,1.27044,4.86,4.25,5.493445025,-0.0833,-0.0527,0.006666833,-0.164571207,0.169321247,,-0.4011616,-0.3070178,-0.137904754,-0.060173925,-0.029379312,-0.0882511,-0.061555467,-0.095648767,-0.087426567,-0.090333333,-0.051666667,-0.083333333,-0.098333333,-0.0005275,0.0073187,-0.0070168,-0.085621667,-0.207563708,-0.029125249,0.230135817,0.052095354,0.014308975,-1.444861363,0.094498164,-0.06394554,0.374944799
1999,277993,11864.6388,4.3,0.777329143,-0.27324073,5.104327964,79.624,1.04704,1.2986,4.73,4.41,5.446780177,-0.0067,0.006,0.02787,-0.0535569,0.055764637,,-0.3629233,-0.2594593,-0.188000445,0.053201163,-0.006528767,0.0016516,-0.0004301,0.003333333,0.001666667,0.000913967,0.001666667,-0.006666667,-0.003333333,0.0033573,-0.002390167,-0.005188,-0.011715167,0.011363448,-0.021148358,0.446284078,0.079470389,0.025488054,1.42416961,0.593149208,-0.05668949,0.344374488
1999.25,278723,11962.54897,4.266666667,0.617682727,-0.249852032,5.111786925,79.891,2.1872,1.291,4.75,4.45,5.430725636,-0.01,0.0103,-0.064289367,-0.015500133,0.15036957,,0.0633363,0.1483469,0.144408265,0.049473907,0.018596322,-0.007428233,0.006318967,0.031148733,0.039370967,0.042752733,-0.003333333,-0.01,0.008333333,0.004914833,-0.007726667,0.006879733,-0.0013771,0.406238898,0.025704264,-0.11265872,0.016089965,-0.001533886,-0.352631992,1.189007531,0.480057769,-1.364066475
1999.5,279600,12113.12048,4.233333333,1.01687868,-0.337951583,5.119187006,80.18,2.12276,1.38108,5.1,4.65,5.441786113,0.005,-0.0063,-0.0606883,0.0387929,-0.00975612,,0.2652121,0.2560746,0.112945588,0.088375003,0.030181201,0.001999933,-0.017555533,-0.030611133,-0.035499967,-0.047000033,0.005,0.005,0,0.0067199,-0.0003581,-0.0029108,-0.0023972,0.339250068,0.060314263,1.122373931,0.003149862,0.000284072,-0.076310997,-0.772952187,-0.75090385,-0.600781359
1999.75,280463,12323.364,4.066666667,1.826304471,-0.437655843,5.126538575,80.547,2.36072,1.8038,5.3,5.04,5.437500616,0.0317,0.05,0.0314017,-0.131931073,0.390235126,,-0.2993343,-0.1577558,0.289615953,0.026431663,-0.052849599,0.012927833,0.0327453,0.056989267,0.0624731,0.0592473,0.001666667,0.03167,0.066666667,-0.0070953,0.0116801,0.037878333,0.0425895,0.393927647,0.002328647,1.289151678,-0.006651683,0.002052433,1.019265865,0.78478432,-0.325511335,1.140411597
2000,281192,12359.07988,4.033333333,1.339181299,-0.548870054,5.136378094,81.163,3.33584,2.19456,5.68,5.52,5.417268783,-0.0017,0.0147,-0.0699786,0.020458253,0.109974,,-0.0402271,0.0232468,-0.025477348,0.125932615,0.065116453,-0.0218545,-0.000590233,0.009086033,0.009784933,0.019677467,-0.023333333,-0.001663333,-0.001666667,-0.022112567,-0.002568333,-0.003567,-0.0091201,0.817293169,0.051568357,-0.7016364,0.001029254,-0.000134914,1.588674172,-1.757722208,0.74820226,-1.391494856
2000.25,281885,12592.40655,3.933333333,2.333615702,-0.67122592,5.144189215,81.623,1.79496,1.27136,6.27,5.71,5.439977948,0.0183,-0.002,-0.0216996,-0.033057296,0.067413767,,0.3748848,0.3643079,0.358794836,0.03379315,0.014950447,0.002943267,0.020684633,0.014924667,0.018408633,0.0149086,0.006666667,0.01833,0.01,0.0115862,0.0078218,0.002466233,0.014263867,0.224358415,0.067220132,1.552354306,-0.003413244,0.001193856,0.681798799,1.332385262,-1.260781529,2.023389143
2000.5,282657,12607.60541,4,1.674559593,-0.604012104,5.153288591,82.152,2.47436,1.81,6.52,6.02,5.389797066,0.0017,0.0027,-0.010355933,1.75E-02,-0.073988997,,-0.0770716,-0.0592025,0.093925361,0.128757778,0.042092684,-0.0132366,-0.0028363,-0.001,0.001,-0.0005,-0.001666667,0.001666667,0.005,0.005332967,0.005659067,0.006810433,0.0051202,0.675454051,-0.011253609,0.221794338,0.014752773,1.19E-05,-0.063168672,1.14842116,-0.080265521,-0.721821821
2000.75,283450,12679.40382,3.9,1.528760378,-0.746097752,5.160394043,82.593,2.21104,1.92044,6.47,6.02,5.412280934,0.0067,0.01,-0.033805933,-0.031512637,0.067608133,,0.0808083,0.1229384,-0.139071075,-0.014212274,0.022763905,0.005697333,0.0076344,0.021129067,0.022096733,0.021666667,0.006666667,0.006666667,0.025,0.0404036,0.006784233,0.0333216,0.037741167,0.101422038,0.027413579,1.047582539,-0.084087387,-0.0245241,0.611118453,0.567785323,-0.678088614,0.494357956
2001,284136,12643.30061,4.233333333,0.499258634,-0.495974502,5.169914897,83.112,2.7076,2.30796,5.6,4.82,5.418251185,-0.065,0.019,-0.003201867,-0.164074088,0.058671917,,-0.4823846,-0.4464054,-1.012002956,-0.183248293,-0.078211135,-0.097755733,-0.050641833,-0.056182767,-0.0537097,-0.0566129,-0.108333333,-0.064996667,-0.073333333,-0.0786711,-0.053075433,-0.0440569,-0.0446659,-0.903209113,-0.105030586,-0.094792244,-0.042784996,-0.014002459,-1.419938323,0.11343235,0.786714448,-1.249623797
2001.25,284818,12710.30717,4.4,0.357155309,-0.351667682,5.176898031,83.699,1.8752,1.51568,4.33,3.66,5.435785046,-0.145,-0.0133,0.081178567,-0.180115667,0.101642733,,-0.6085982,-0.5562474,-0.69051136,-0.064027314,0.001630261,-0.1590616,-0.181989267,-0.1620573,-0.1783871,-0.165720467,-0.07,-0.145,-0.13,0.010107833,0.001267,-0.001843733,-0.126448267,-0.204241277,-0.065626659,0.927142422,-0.024126934,-0.004890664,1.147200188,-1.339862278,-0.263170064,0.684878433
2001.5,285574,12670.14397,4.833333333,-0.768936961,-0.010892634,5.179719777,83.973,0.23728,1.0732,3.5,3.17,5.4491385,-0.0217,0.013,0.030429067,-0.112847367,0.149466767,,-0.1625399,-0.1289616,-0.047986841,0.000394033,0.022649731,0.035496633,0.015000033,0.005444367,0.003333367,0.002333333,0.001666667,-0.006666667,-0.013333333,0.011161333,-0.000355567,0.0005901,-0.008004867,-0.60655052,0.002409084,-0.575752928,-0.06992805,-0.023832614,-0.249165379,-0.33121405,-1.113142216,-0.432989382
2001.75,286336,12705.30827,5.5,-1.19677561,0.62885509,5.178970503,84.227,0.24548,2.02572,2.13,1.91,5.357905327,-0.07,-0.024,-0.114725,-0.021868633,0.0345695,,-0.572334,-0.3825281,-0.665883807,-0.125987372,-0.093427481,-0.0642233,-0.0667742,-0.0891398,-0.105376433,-0.100376367,-0.053333333,-0.07,-0.096666667,-0.001309,-0.013612067,-0.031579733,0.002087167,-0.291584262,-0.024889293,1.401084253,0.000829306,0.001405164,1.235948521,0.034106236,-0.560974122,0.18423936
2002,286991,12822.23038,5.7,-1.019487534,0.770086747,5.182156296,84.497,0.74936,1.16484,1.73,1.72,5.372427365,-0.0083,-0.0207,0.020883167,-0.033228867,0.1750628,,-0.7321722,-0.5211734,-0.099140778,0.096018207,0.031685476,0.003887967,-0.0028494,-0.011344033,-0.013440833,-0.012473067,-0.005,-0.008333333,-0.018333333,-0.016624433,-0.022249167,-0.024752833,-0.020142067,0.291652733,0.020117966,0.986519591,-0.017502945,0.002268469,0.211956961,-0.421790055,0.07899678,1.241498693
2002.25,287628,12892.98684,5.833333333,-1.105778648,0.814920561,5.189989248,84.812,3.04676,2.29076,1.75,1.72,5.395066096,-0.01,-0.0035,0.0330228,-0.055680767,0.048112167,,0.1427961,0.2081397,-0.137076962,-0.053181417,0.016586157,-0.0028513,-0.0159319,-0.027016167,-0.032571633,-0.035206167,0.005,-0.01,-0.008333333,0.0152951,0.008396167,-0.002906533,0.008468933,-0.327304116,-0.007838798,-1.077029705,-0.070331998,-0.02319012,-0.683765042,0.335688087,0.706777594,-1.121604865
2002.5,288361,12955.86336,5.733333333,-1.351711358,0.66499345,5.195359692,85.19,1.9574,2.0014,1.74,1.64,5.455371243,-0.015,-0.022,-0.052734367,0.020451233,0.2520668,,0.0176639,0.1041661,0.119838438,0.082194887,0.073280168,0.015908867,-0.016499967,-0.023277767,-0.053500033,-0.065944433,0.013333333,-0.015,-0.03,0.013201733,-0.0137935,-0.027443,-0.022285967,0.089848651,0.031350592,0.243729262,-0.156541437,-0.045072492,-0.782100267,-1.179084925,-0.727840129,-0.024885053
2002.75,289096,12964.00509,5.866666667,-1.887708582,0.821433006,5.201254743,85.651,1.84752,1.4018,1.44,1.33,5.478685157,-0.025,-0.0197,-0.168142833,0.0713185,0.396214767,,-0.3608495,-0.2800267,-0.641210509,-0.157742201,-0.084838223,-0.061555533,-0.0272455,-0.022340533,-0.027530433,-0.028204267,-0.053333333,-0.025,-0.018333333,-0.0383982,-0.0032799,-0.0040339,-0.006362867,-0.498286386,-0.055073832,-0.95122022,0.039574496,0.013451304,-1.04469982,0.649109838,-0.132407879,-0.832951254
2003,289714,13031.13287,5.866666667,-2.027370821,0.784951201,5.211483193,86.179,2.8216,0.96292,1.25,1.16,5.518453611,0.0033,0.0086,0.069371,-0.0835,0.0423803,,-0.0525948,0.0202895,0.13359494,-0.2756458,-0.111902311,0.006920633,0.007956967,0.0141936,0.0224193,0.019946267,0.00333,0.003333333,0.01,0.004069233,0.001559433,0.014816067,0.0080625,-1.069358072,0.043678772,0.725562359,-0.060239002,-0.01501061,-0.004811645,-0.894157537,1.885753175,-0.173140908
2003.25,290352,13152.16008,6.133333333,-1.86571613,0.955746613,5.209850153,86.455,0.10408,1.17708,1.25,1.04,5.522007891,0.0217,-0.0095,-0.034148933,0.0441153,0.218403633,,-0.2802698,-0.2291566,-0.093767238,-0.033338234,-0.016892181,0.025755967,-0.009989267,-0.022741933,-0.028666633,-0.043075333,0.02,0.021666667,0.006666667,0.027454833,0.033348633,0.017994533,0.045160633,0.014342251,-0.03186455,1.212578323,0.074968904,0.027572948,2.050929225,1.260523704,-0.650635199,0.611786989
2003.5,291071,13372.32843,6.133333333,-0.877288581,0.933527223,5.217283225,86.934,2.46944,1.64308,1.02,0.93,5.539123636,0,-0.0111,0.0501795,-0.0603285,-0.016895,,-0.3679172,-0.2717572,-0.124993268,-0.121923542,-0.035899316,0.037786733,0.028000033,0.0175,0.022833333,0.003666733,0.001666667,0,-0.01,-0.004739567,0.0000668,-0.0148182,-0.0066092,-0.539398973,-0.00013682,1.069096849,0.010700294,0.006863468,-1.588734801,-0.188532317,1.141181775,1.376733154
2003.75,291796,13528.72484,5.833333333,-0.429185274,0.617403672,5.221075282,87.346,1.83548,1.64108,1,0.92,5.630030373,-0.0017,0.0049,0.023274567,-0.0266164,-0.065143867,,-0.4965423,-0.4209876,-0.284981957,0.016794041,0.007391904,0.00012,-0.0020968,-0.029596767,-0.0238978,-0.0256452,0,-0.001666667,-0.028333333,0.0020367,0.011740933,-0.0288329,0.014202967,-0.122929307,-0.073422626,-0.308052542,0.022177193,0.005451147,0.445029556,1.187388324,-0.319644121,-0.344435462
2004,292374,13606.48295,5.7,-0.585231485,0.505903145,5.22950152,88.108,3.32124,2.4656,1,0.92,5.694137006,0,0.0301,-0.017176833,0.0029779,0.186907167,,-0.024637,-0.0369602,-0.237645344,-0.161076148,-0.033965992,0.001666633,0.001236633,0.026774167,0.052634333,0.071774133,0,0,0.016666667,-4.32E-05,-0.006350167,0.009998767,-0.009308633,-0.237734621,-0.068002243,-0.407980815,0.045336556,0.01351783,0.741518903,-0.619852412,-0.203149466,0.287477
2004.25,293000,13706.2166,5.6,-0.505854958,0.397166951,5.23732279,88.875,2.742,2.34492,1.01,1.08,5.70655586,-0.005,0.0121,0.003001333,-0.054332633,-0.086855467,,0.037275,0.0292589,-0.142871546,0.060899668,0.031668846,-0.003882167,-0.002584233,-0.008344,-0.009847633,-0.009629033,-0.004996667,-0.005,-0.008333333,-0.008814333,-0.0093284,-0.011338867,-0.0048841,0.506426695,-0.043730149,-0.230395638,-0.052354928,-0.013720054,0.855734399,-0.537454196,-0.601690201,0.594558509
2004.5,293718,13830.7128,5.433333333,-0.232433422,0.189020209,5.243683839,89.422,2.01832,1.48676,1.43,1.49,5.684359767,0.01,-0.0006,-0.067049167,0.026217233,0.294791367,,0.4479468,0.4268591,0.489502788,-0.187027047,-0.076634468,0.000848833,0.008996633,0.003666667,0.0052778,0.0062778,0.001666667,0.009996667,0.01,-0.0008866,0.007701567,0.010797433,0.0042529,-0.168209999,0.077637245,-0.093718476,-0.02719651,-0.003626159,-0.270645451,0.540344717,0.925290385,0.604584547
2004.75,294463,13950.40478,5.433333333,0.113232574,0.179039809,5.25436302,90.049,3.41584,2.16416,1.95,2.01,5.68652713,-0.005,-0.0143,-0.066445567,0.049294833,0.169693267,,0.3954168,0.4543044,0.404866959,-0.133268144,-0.070303176,-0.004267067,-0.006519967,-0.0129032,-0.0195699,-0.024982133,-0.003333333,-0.004996667,-0.011666667,-0.001231867,-0.006204267,-0.0184087,0.0088201,-0.252748546,0.085231274,0.047832538,0.045663133,0.012839482,0.756806404,1.172511752,0.373744673,0.333678939
2005,295102,14099.11645,5.3,0.583773585,0.064684502,5.259398198,90.883,2.28036,2.792,2.47,2.54,5.680565299,0.0033,0.0314,-0.010157133,-0.035429367,0.311464781,,0.118291,0.1680486,0.191696038,-0.008956299,0.013247717,-0.001276267,0.0003763,0.000430133,0.001451567,0.001827933,0,0.003333333,0.018333333,-0.006443133,0.000276033,0.013751567,-0.001061267,0.373095351,0.048392274,0.193596389,-0.0121208,-0.002816135,-0.228755888,0.136472952,-1.322385847,0.466120217
2005.25,295710,14172.68388,5.1,0.438788209,-0.156698858,5.266138439,91.543,2.40264,1.83832,2.94,2.86,5.698443794,0.0083,0.002,-0.0005836,-0.007728873,0.109781863,,0.5453938,0.5301628,0.365931028,-0.065096286,-0.00522929,-0.001898833,0.005758033,0.021417633,0.0303405,0.035876367,0,0.008333333,0.023333333,0.001477,0.004382333,0.0221414,0.011057233,0.444555801,0.044939588,-0.512700626,-0.021336654,-0.006733384,-1.186479914,0.53664038,0.01757255,-0.04931978
2005.5,296444,14291.71311,4.966666667,0.749350952,-0.287803848,5.281136878,92.399,4.2714,1.49872,3.46,3.36,5.678396059,0.0067,-0.0165,-0.0638347,0.001380767,0.197669201,,0.2999568,0.309533,0.353386548,0.070826745,0.042907673,0.0015388,0.0051667,0.0112221,0.008999967,0.0057222,0.003333333,0.006666667,-0.003333333,-0.0001177,0.0019459,-0.0053427,0.005356367,0.687222252,0.042905989,0.178801998,0.020797912,0.009299994,-0.202639751,-1.623091717,2.577808235,0.711573623
2005.75,297203,14373.36198,4.966666667,0.834201694,-0.331226106,5.290450373,93.1,3.12272,2.59752,3.98,3.83,5.700296847,-0.0017,-0.0026,-0.021600767,0.006541867,0.0099252,,0.2576687,0.2695316,0.3043844,-0.040937771,-0.068209176,0.006014267,0.005311833,0.003435533,-0.000684567,0.000982133,-0.003333333,-0.001666667,-0.001666667,-0.0085143,-0.0105724,-0.005103833,-0.0028971,0.586568624,0.035104488,-0.694042805,-0.029786585,-0.008659028,0.17266017,2.483558952,-0.668211895,-0.7490652
2006,297854,14546.10367,4.733333333,1.646350589,-0.689381393,5.295646775,93.832,2.02624,2.2604,4.45,4.39,5.737378905,0.0183,0.0262,0.018468433,-0.041458362,0.189256138,,0.2000051,0.2090219,0.310660673,-0.065874857,-0.031592425,0.000555767,0.008978533,0.0087634,0.010376367,0.012258033,0.001666667,0.018333333,0.026666667,-0.0066281,0.0003957,0.013435867,0.0244634,0.333570635,0.039106251,-0.133359857,0.022563547,0.010795015,-0.863838752,0.300373376,-0.281215534,-0.150225919
2006.25,298505,14589.53133,4.633333333,1.408212326,-0.864478456,5.304628232,94.587,3.2142,2.84608,4.91,4.7,5.791219704,0.0033,0.0099,-0.015189767,-0.005103248,-0.058534167,,0.6312646,0.6044538,0.28778047,0.079715741,0.02092035,-0.0003333,0.019820767,0.0333011,0.038197133,0.0396487,-0.001666667,0.003333333,0.003333333,0.0086379,0.0178307,0.009561833,0.0204278,0.611777547,0.085371971,-0.363159779,-0.021458559,-0.010080874,-0.141877719,0.520653563,0.324566564,-0.113547623
2006.5,299271,14602.55966,4.633333333,1.130476483,-0.958295175,5.314024213,95.247,2.88468,2.15792,5.25,4.91,5.8298242,-0.0117,0.0046,0.000517433,-0.01724516,-0.112378123,,0.1118122,0.1261501,0.177231472,-0.06722468,-0.013579676,-0.022225467,-0.019444367,-0.0232223,-0.02,-0.0187778,-0.013333333,-0.011666667,-0.005,-0.005216367,-0.002437233,0.0067314,-0.002855567,0.276213888,-0.015109163,-1.170627136,0.014418852,0.000394549,0.143961405,0.041547095,-0.144997271,-0.728573044
2006.75,300090,14716.88638,4.433333333,1.586434518,-1.272069133,5.309912897,95.58,-0.67476,1.7156,5.24,4.9,5.868677544,-0.0033,-0.0185,-0.010006467,0.018036927,-0.065827273,,-0.0891731,-0.0137968,0.17394574,0.055510209,-0.021526689,-0.004831233,-0.002742,-0.0006702,-0.010939033,-0.0115698,-0.001666667,-0.003333333,-0.006666667,0.0056712,-0.001196633,0.000622933,0.012832667,0.15148128,-0.018986641,0.241492567,0.061145559,0.019280102,1.05628316,0.533130398,-1.683580545,0.292732488
2007,300799,14725.9296,4.5,1.469228589,-1.306438978,5.319665823,96.654,3.78148,2.89836,5.25,4.98,5.910179027,-0.0067,-0.0205,0.012183967,-0.01593661,-0.052753247,,0.0487279,0.0863401,-0.312437415,-0.020149581,-0.004580743,-0.0016667,-0.0040334,-0.013010733,-0.0234409,-0.0273657,0,-0.00667,-0.031666667,0.003068233,-0.0094076,-0.032377967,-0.006711067,-0.09177859,-0.000265039,-0.498388607,-0.010198312,-0.007326907,1.007602995,0.193968213,1.526511058,-0.731380495
2007.25,301492,14838.67317,4.5,1.72685693,-1.461248315,5.330931049,97.194,3.24464,1.48524,5.25,4.74,5.983604664,0.0017,0.0107,-0.016415033,0.00528125,0.02752169,,-0.0947045,-0.0833344,0.092941341,0.120472687,0.023509701,-0.002346567,-0.0015613,-0.008596833,-0.005897867,-0.003897767,-0.001666667,0.001666667,0.013333333,-0.003599333,-0.0028703,0.0089253,0.018904,0.234841044,-0.02608786,-0.154019668,0.041229274,0.010443792,-0.234526836,-0.446397856,-0.179825009,0.280547007
2007.5,302272,14938.53236,4.666666667,1.991878695,-1.435524226,5.337242624,97.531,2.25296,1.95756,5.07,4.3,6.01422084,-0.065,0.0136,0.026301556,-0.17593578,0.20813218,,-0.6357841,-0.5634434,-0.176169101,-0.058816022,-0.014498516,-0.026735533,-0.0245556,-0.030222167,-0.0333889,-0.031555567,-0.025,-0.056666667,-0.066666667,-0.016018667,-0.039748133,-0.053848533,-0.021862067,-0.28703617,-0.07096552,0.961002081,-0.02303759,-0.010880922,0.202182202,-0.359075212,0.352985842,0.540672198
2007.75,303049,14991.73098,4.8,2.354869887,-1.527380509,5.349426314,97.956,3.92932,2.59788,4.5,3.39,6.024882235,0.02,-0.006,-0.058466867,-0.046966647,0.113519333,,-0.5107119,-0.3788987,-0.540997719,-0.187750533,-0.052992095,-0.0391056,-0.015336833,0.0166147,0.001276033,-0.009492867,0.005,0.02,0.065,0.024785433,0.043936133,0.082083867,0.048258833,-0.830881812,-0.021583471,0.118853101,0.001588776,-0.001597817,,-1.252486325,1.278235521,0.199643674
