date,gdp,inv,cons,lab,unemp,lab_share,ffr,infl,lab_prod,tfp,lpcom,ff4,onrun10,ir_1,ir_2,ir_3,rr_1,rr_2,rr_3,rr_4,gk_var_1,gk_var_2,mp1_tc,ff4_tc,ed2_tc,ed3_tc,ed4_tc,ff1_vr,ff4_vr,ed2_vr,ff1_gkgreen,ff4_gkgreen,ed2_gkgreen,mar_raw,mar_svariv,ad
1986,1038.754817,1371.258419,1437.838235,1763.933449,7.0333,466.1172376,1.956675,0.487,411.3738609,41.765,5.420141405,,,,,,-0.10995812,-0.1095687,-0.092363,-0.123416801,0.019418459,0.076641184,,,0.0068817,0.008709667,0.010107533,,,0.01,,,0.004935567,,0.170565162,-0.002004336
1986.25,1039.001024,1371.144265,1437.714072,1763.849632,7.1667,466.3410792,1.73,0.399,412.1408345,42.5725,5.372526349,,,,,,0.28262134,0.2821973,0.2789763,0.281421067,-0.087992853,-0.031606971,,,-0.004931867,0.011734767,0.014114667,,,-0.006666667,,,0.000479,,-0.590697416,0.030454046
1986.5,1039.754335,1371.897576,1438.281681,1763.83358,6.9667,466.9693082,1.551675,0.403,412.6230751,42.69,5.368260878,,,,,,-0.40039002,-0.4034524,-0.3884781,-0.200234543,-0.071990723,0.028007005,,,-0.008666667,-0.009444433,-0.015,,,-0.013333333,,,-0.005854533,,-0.437724276,-0.126960766
1986.75,1040.031567,1371.085868,1439.114985,1764.287339,6.8333,468.1325347,1.566675,0.556,412.3790089,42.3375,5.420065651,,,,,,-0.06065667,-0.0602143,-0.0200735,0.193553412,0.066438652,0.036976741,,,-0.0051111,-0.009279567,-0.002555533,,,0,,,0.0155461,,-0.174807567,0.041799582
1987,1040.535315,1370.857013,1440.171731,1765.152708,6.6,468.4609635,1.555,0.723,411.887456,41.295,5.427738889,,,,,,0.36685299,0.3670341,0.4283997,0.440608759,0.000653576,-0.001668174,,,3.33E-08,-0.001720433,-3.33E-08,,,0,,,0.008149633,,-0.207419559,0.034284787
1987.25,1041.439317,1371.761015,1441.259387,1765.59338,6.2667,467.9173153,1.6625,0.668,412.6053156,42.365,5.495241123,,,,,,0.23837619,0.2387692,0.2585374,0.269893183,0.05583506,0.002052797,,,-0.013333367,-0.0166667,-0.036666633,,,-0.013333333,,,0.010434933,,-0.067463201,0.044313763
1987.5,1042.097096,1372.785767,1441.917167,1765.9344,6,468.1325347,1.710825,0.723,412.6279181,42.7425,5.537703973,,,,,,-0.20870671,-0.2116506,-0.1605985,0.013639376,0.124072191,0.029264693,,,0.0431111,0.061333333,0.059,,,0.053333333,,,-0.002146867,,0.755782653,-0.067785082
1987.75,1043.485083,1375.988685,1442.568501,1766.584991,5.8333,468.0685738,1.729175,0.824,413.4862511,42.8275,5.54108506,,,,,,-0.26547176,-0.2649809,-0.1958912,-0.143398839,-0.202649855,-0.082344914,,,0.011835133,0.0785591,0.1106774,,,0.003333333,,,0.0075222,,-1.531817223,-0.038399719
1988,1043.84593,1373.429616,1443.849318,1766.042294,5.7,468.7708239,1.665825,0.783,413.829765,44.2675,5.558222413,,,,,,-0.20625113,-0.2071779,-0.0883626,-0.087759782,-0.191618675,-0.03419464,,,-0.0051613,0.000322567,0.0072043,,,-0.01,,,-0.004686033,,-0.713834159,-0.00136361
1988.25,1044.952587,1374.536273,1444.772657,1766.887038,5.4667,468.7956818,1.789175,0.962,414.1021384,44.53,5.599872035,,,,,,0.49598352,0.4957365,0.5805244,0.446854505,0.145885437,0.064217448,,,0.021215067,0.0261183,0.019784933,,,0.026666667,,,-0.004842233,,0.400986965,0.07672394
1988.5,1045.267775,1373.734132,1445.636795,1766.829564,5.4667,468.5957232,1.995825,1.171,414.3959783,44.9675,5.630390987,,,,,,-0.24878885,-0.2482354,-0.2102174,-0.2157582,0.150225277,0.053168796,,,0.054555567,0.072555533,0.0588889,,,0.05,,,0.0078487,,0.704168818,-0.013876609
1988.75,1046.333189,1375.173377,1446.702208,1767.585029,5.3333,467.9609532,2.1175,0.799,414.7853733,44.9625,5.620803103,,,,,,0.43647347,0.4349482,0.4447969,0.502637071,0.254345283,0.053468774,0.04013115,,0.007240133,0.0150896,0.0099283,,,0.02,,,0.012322967,,0.851451118,0.111361132
1989,1047.138325,1376.722012,1447.141714,1768.319106,5.2,467.7714078,2.360825,1.093,414.6494157,44.6625,5.654528669,,,,,,0.35826997,0.359073,0.3247353,0.343424727,0.168113085,0.062131111,0.0460412,,0.020215033,0.028709667,0.033870967,,,0.006666667,,,-0.030934967,,0.86515569,0.049996606
1989.25,1047.694989,1375.786111,1447.88136,1768.555627,5.2333,466.5813631,2.431675,1.029,415.0236434,44.205,5.645186655,,,,,,0.15339881,0.1532258,0.1436368,0.144772838,-0.186616277,-0.024054078,-0.0319275,,-0.023010733,-0.022688167,-0.020465933,,,-0.023333333,,,-0.0029011,,-0.83695677,0.011357783
1989.5,1048.161662,1375.118556,1448.16505,1768.404796,5.2333,466.2721856,2.270825,0.722,415.5329903,44.7325,5.624541882,,,,,,-0.06433405,-0.0658207,-0.0522432,-0.068152702,0.020121025,0.009530307,-0.0126378,,-0.023333333,-0.023333333,-0.025555533,,,-0.02,,,-0.014053233,,0.353913444,-0.035686934
1989.75,1048.102745,1373.140195,1449.017717,1768.190833,5.3667,467.1163898,2.153325,0.693,415.5674817,44.5225,5.592468819,,,,,,-0.04538395,-0.0476305,0.0367206,0.060007257,-0.124398588,-0.047138404,-0.120678067,,-0.0172043,-0.015913967,-0.009247333,,,-0.023333333,,,0.002288933,,-0.769371285,-0.016530844
1990,1048.963398,1374.387695,1449.514733,1768.832167,5.3,467.2595162,2.0625,1.098,416.404163,44.7275,5.571266255,-0.0133,0,,,,0.21912675,0.2170083,0.2577399,0.164037098,0.207470319,0.041964434,-0.039211933,-0.007526867,-0.000322567,-0.0016129,-0.002043033,-0.005,-0.02,0,-0.002458333,-0.011087867,-0.008562767,,0.321384629,0.028351443
1990.25,1049.038493,1372.118933,1450.134789,1767.926077,5.3333,467.47802,2.060825,1.026,417.1614198,44.8975,5.619074663,0,0,,,,0.04396574,0.0434029,0.0448875,0.035841496,-0.008246751,-0.02029349,0,-0.005806467,-0.0124731,-0.012473133,-0.015376333,0,0,-0.006666667,0.001319433,0.0073713,-0.0082155,,-0.018567427,0.002405252
1990.5,1048.709885,1369.79425,1451.066323,1766.874391,5.7,467.6280813,2.04,0.889,417.4648774,44.9275,5.612947789,-0.0333,0,,,,0.0840415,0.082463,0.07195,0.145853713,-0.041045186,-0.030202249,-0.045923333,-0.033333333,-0.01,-0.006666667,-0.01,-0.026663333,-0.033333333,-0.01,0.004343733,0.0113636,0.013355333,,-0.374297798,0.015986134
1990.75,1047.500368,1364.047873,1450.924432,1766.316391,6.1333,468.4267832,1.935825,0.754,416.5858697,44.805,5.572665777,-0.07,0,,,,-0.29553415,-0.2959641,-0.1521085,-0.160042268,0.100958684,0.1080401,-0.056674833,-0.0399967,-0.020107533,-0.017419367,-0.0083871,-0.053333333,-0.069996667,-0.043333333,-0.0140458,0.002522933,-0.007043,,0.510545177,0.009516144
1991,1046.723764,1360.707026,1449.97068,1765.229835,6.6,467.9572401,1.606675,0.992,416.8462058,45.2425,5.545991742,-0.1233,0,,,,-0.02418447,-0.0246575,0.0402715,-0.07269684,-0.095850869,-0.050838391,-0.122218567,-0.144731167,-0.111075233,-0.086559167,-0.0601075,-0.063333333,-0.123333333,-0.096666667,-0.003380033,0.0050167,-0.001881933,-0.033281767,0.053260944,-0.006674918
1991.25,1047.177988,1359.854041,1450.424903,1764.755782,6.8333,467.6597425,1.465825,0.683,418.4535601,45.845,5.52725597,-0.07,0,,,,0.26233321,0.2621248,0.2334903,0.308570205,-0.136386729,-0.088697374,-0.061159967,-0.078602133,-0.078817233,-0.069354833,-0.0715054,0.003333333,-0.07,-0.07,0.0124409,-0.000523067,0.006482667,-0.020778467,-0.613430626,0.02894727
1991.5,1047.299709,1360.849131,1450.546625,1764.748795,6.8667,467.3501505,1.410825,0.732,419.1682987,45.65,5.495376229,-0.0233,-0.007,,,,0.06374891,0.0632367,0.0716177,0.196921717,-0.132852743,-0.005019315,-0.0312547,-0.023333333,-0.030000033,-0.016,-0.02,-0.046666667,-0.023333333,-0.03,0.017298367,0.018294033,0.0190904,0.0480148,-0.501050629,0.033939688
1991.75,1047.393023,1361.808251,1450.639939,1764.065121,7.1,467.746294,1.204175,0.538,419.7502654,45.455,5.490116102,-0.1367,-0.0463,,,,-0.04273797,-0.0422805,0.0067029,0.138958855,-0.181889269,-0.004503416,-0.094050467,-0.0868817,-0.075913967,-0.0571183,-0.043010733,-0.073333333,-0.136666667,-0.133333333,0.007308567,0.008333467,0.0046255,-0.0285941,-0.691191888,-0.050778829
1992,1048.273789,1360.949842,1452.227421,1764.272753,7.3667,468.1992329,1.005825,0.428,421.6812901,47.9725,5.47452949,0,-0.0013,,,,-0.13034497,-0.1301135,-0.0160252,-0.117093477,0.080823735,0.000303198,-0.061924833,-0.049784933,-0.060752667,-0.053548367,-0.036989267,0.003333333,0,-0.003333333,0.0013008,0.001873067,0.003298467,0.007702033,0.312316492,0.03729939
1992.25,1049.038493,1363.883829,1452.462557,1764.43187,7.6,467.8225461,0.9425,0.636,422.5197371,47.6375,5.503882779,-0.0633,-0.0207,,,,0.14817133,0.1483289,0.1536554,0.16071476,-0.166053505,-0.046738966,-0.067979967,-0.063336733,-0.076666667,-0.07,-0.0766667,-0.046666667,-0.063336667,-0.076666667,0.001838267,0.008425733,0.0096322,-0.046121867,-0.467816706,-0.000375381
1992.5,1049.637231,1364.482567,1453.414652,1764.237629,7.6333,467.6513626,0.814175,0.475,423.4236931,47.76,5.505134811,-0.0933,0.008,,,,-0.09037669,-0.0905087,-0.0479476,0.035110294,-0.136837052,-0.011908147,-0.019896667,-0.093666667,0.0003333,0.007,0.010666633,-0.023333333,-0.093333333,0,-0.023741167,-0.078228567,0.0133263,-0.090461667,-0.785859617,-0.041621907
1992.75,1050.287335,1366.412007,1454.064756,1764.251089,7.3667,467.049902,0.759175,0.674,424.0520672,47.6,5.47696786,0,0.0007,,,,-0.44124412,-0.4403396,-0.2830335,-0.349553384,0.000412401,0.000254724,-0.0129153,0.002698967,0.0020323,0.002032267,-0.0012043,-0.003336667,0,0,-0.008530433,0.028232867,0.007778833,0.037792967,0.236530787,-0.016904583
1993,1050.180194,1367.56804,1454.309728,1764.498866,7.1333,466.2580235,0.76,0.567,423.2612636,45.795,5.474355237,-0.0067,0.0013,,,,0.03154362,0.0320153,0.0629891,0.029638072,-0.119694996,-0.035072445,0.009161933,-0.009032267,-0.0023656,0.000967733,-0.0060215,-0.003333333,-0.006666667,0,-0.014069133,0.00000773,-0.000340567,-0.002127867,-0.382690043,-0.021281405
1993.25,1050.46839,1368.273773,1454.597925,1765.195753,7.0667,467.049902,0.75,0.606,422.6848344,45.2925,5.460231765,-0.0067,-0.005,,,,0.33470071,0.3347189,0.324682,0.357529469,0.019744244,0.018536472,-0.00861,-0.006666667,-0.006666667,-0.006666667,-0.0001075,-0.003333333,-0.006666667,-0.006666667,-0.002528233,-0.002975767,-0.002495167,0.004786067,0.256468544,0.042776616
1993.5,1050.613546,1368.418929,1455.268936,1765.160365,6.8,466.364662,0.765,0.601,422.8846317,44.37,5.462333087,0.0067,0.0033,,,,0.21247298,0.2124604,0.2725431,0.260184472,-0.114246996,-0.016808682,0.008986633,0.004333333,0.003333333,-0.001,0.004666633,0.006666667,0.006666667,0.003333333,0.003575767,0.0157671,0.0045852,0.032557567,-0.053661887,-0.00547804
1993.75,1051.62107,1371.895715,1455.574703,1765.728267,6.6333,466.2268598,0.7475,0.52,423.3976061,45.3375,5.487001582,-0.0033,-0.004,,,,-0.25043579,-0.24988,-0.1834657,-0.191399963,-0.081622725,-0.033258755,0.007693367,0.001258067,0,-0.002333333,-0.013268767,0.003333333,-0.003333333,0,-0.017331667,-0.020665567,-0.020378867,-0.008658033,-0.29860094,-0.057366017
1994,1052.328417,1374.615201,1456.282049,1765.716592,6.5667,464.9301897,0.803325,0.483,423.7593173,44.4175,5.525048046,0,0.0027,,,,0.53727095,0.5374958,0.5886676,0.5202316,0.091623933,0.025695508,0.054442267,-0.002258067,0.044623667,0.041290333,0.029892467,0.046666667,0,0.033333333,0.038274067,0.007851233,0.0236068,-0.015418267,0.708188835,0.06869296
1994.25,1053.393452,1377.652687,1456.640368,1766.701029,6.2,465.2196891,0.985,0.497,423.7564288,44.21,5.54306912,0.0567,-0.0153,,,,0.28719449,0.2875828,0.3189584,0.36233842,0.101439804,0.037004727,0.086907733,0.056666633,-0.007956967,-0.004623633,-0.004623633,0.03667,0.056666667,0.003333333,0.0069422,0.0126305,-0.027230833,0.063898033,1.075226592,0.092360788
1994.5,1053.659275,1376.739715,1457.260174,1767.222909,6,465.1271023,1.121675,0.54,423.2206149,44.09,5.575586769,-0.01,-0.0027,,,,0.52816472,0.5284312,0.5814388,0.714354218,0.119786946,0.029914224,0.0207967,-0.0013333,0.0091111,0.0062222,0.003333333,0,-0.01,0.003333333,-0.004667467,0.005155133,0.004957267,-0.0074112,0.710818509,0.055151636
1994.75,1054.481498,1380.291152,1457.728414,1767.580169,5.6333,464.319788,1.291675,0.549,424.3942035,44.8725,5.618419154,0.01,-0.002,,,,0.30080592,0.3019767,0.3894201,0.418633791,0.244679774,0.060026954,-0.015091667,0.011548367,0.008845867,0.008401433,0.012580667,-0.006666667,0.01,0.016666667,-0.0211606,-0.004340767,-0.0026158,0.011468167,1.287145022,0.107332125
1995,1054.555194,1379.592643,1457.979258,1767.061807,5.4667,464.4804275,1.4525,0.572,424.3999437,45.1275,5.658137445,0.0067,0.016,0.0238735,-0.0319522,0.219239592,0.74217244,0.742304,0.7535121,0.717240033,-0.141713179,-0.022535979,-0.025748467,-0.009354833,0.019569867,0.022903233,0.0249462,0.023336667,0.006666667,0.023333333,0.027814733,0.015989567,0.026181867,-0.001598,-0.074132973,0.089363614
1995.25,1054.620948,1377.701388,1458.750482,1765.94419,5.6667,464.3534764,1.505,0.439,424.8852321,46.16,5.66943341,0,0.0007,-0.052524267,0.050220763,-0.138414217,0.20918393,0.2095426,0.2281154,0.157238114,-0.126474076,-0.025448482,-0.002899897,0.005806433,0.0024731,0.0024731,0.005806433,0,0,-0.003333333,0.0118858,0.0122964,0.010723467,0.005680533,-0.53583923,0.011649523
1995.5,1055.150661,1377.83506,1459.104293,1766.656554,5.6667,464.5937779,1.449175,0.474,424.8723787,46.3125,5.678942848,-0.04,-0.0253,0.021266767,-0.039099563,-0.148471127,-0.0717443,-0.0714447,0.0352156,0.032117803,-0.06969596,-0.020293337,-0.0240561,-0.048333333,-0.066666667,-0.062222233,-0.063888867,-0.026666667,-0.04,-0.05,-0.002181667,-0.0151766,-0.019191567,-0.027427233,-0.212808269,-0.036955267
1995.75,1055.552624,1379.420469,1459.506256,1766.30767,5.5667,464.528473,1.43,0.492,425.5016788,46.5775,5.681468561,-0.0167,0.0027,-0.063405767,-0.00241752,0.091069033,-0.11845569,-0.1181902,-0.013886,-0.164964502,0.032221342,0.018202334,0.009028167,0.0013441,0.022473167,0.024695333,0.018297467,-0.005,-0.016666667,0,0.0134627,0.000365067,0.005907633,-0.003204733,-0.15509639,-0.063939212
1996,1055.955572,1380.214808,1460.085107,1766.053327,5.5333,464.7971021,1.340825,0.54,426.0324994,48.145,5.656419072,-0.0033,-0.004,0.027068267,-0.05437105,0.004364387,0.12977887,0.1295553,0.1398095,0.121883922,0.023867115,-0.025674731,-0.026856867,-0.015699533,-0.011828,-0.0145161,-0.020430067,0,-0.003336667,-0.003333333,0.0075707,-0.001051267,0.0032517,0.000757533,-0.093525186,-0.042164514
1996.25,1057.403119,1383.212772,1461.18054,1766.756637,5.5,464.2812731,1.310825,0.379,427.0578181,47.455,5.717111851,0,0.004,-0.006178267,0.0050758,0.025744163,-0.02691964,-0.0268014,0.0037818,-0.019197248,0.046430918,-0.001214326,0.002684827,0.002685467,0.009354833,0.008709667,0.009354833,0,0,0.006666667,-0.002185167,-0.003472967,0.001906133,0.006087167,0.055570719,-0.016752467
1996.5,1057.999709,1385.33611,1461.600608,1767.379599,5.2667,464.3188253,1.326675,0.282,427.4427504,47.45,5.740109577,-0.0533,-0.0097,0.033245233,-0.1528371,0.244983595,-0.14774214,-0.1483107,-0.0270068,0.015594675,0.023478459,-0.008356191,-0.04272,-0.0201111,-0.013666633,-0.0021111,-0.0062222,-0.03333,-0.053333333,-0.036666667,-0.031050267,-0.0450943,-0.0410038,-0.0316852,0.081751203,-0.044341833
1996.75,1058.731645,1385.307586,1462.155709,1767.509551,5.3333,464.294755,1.32,0.507,427.5679521,47.9175,5.668565396,-0.0067,-0.0063,0.096616233,-0.0993582,0.028333446,0.0184763,0.0202375,0.0862866,0.031971389,-0.123172005,-0.04462814,-0.034764467,-0.038168467,-0.0263333,-0.024555567,-0.032057367,-0.001666667,-0.006666667,-0.003333333,0.009226867,0.000453933,0.0038989,0.008691533,-0.16821368,-0.017569887
1997,1059.225013,1386.939487,1462.649077,1768.258702,5.2333,464.9474112,1.319175,0.619,427.5011974,47.4375,5.688050999,0.0133,0.026,0.021640233,-0.034121133,0.118386602,,0.0510779,0.1277924,0.157284464,0.04811738,-0.010402411,-0.007258067,0.0012903,0.008225833,0.012311867,0.013172033,-0.006666667,0.013333333,0.025,-0.003720867,0.018306633,0.0276421,0.0224978,0.085133701,0.007101287
1997.25,1060.437966,1388.904323,1463.151548,1768.133418,5,464.1280297,1.380825,0.27,428.8018107,48.1075,5.679849896,-0.03,-0.0043,0.011460033,-0.095677467,0.088751617,,0.0685378,0.103655,0.023278443,-0.052070021,-0.013510119,-0.022560767,-0.0196775,-0.0065592,0.001021533,0.000107533,-0.011666667,-0.03,-0.023333333,-0.0006915,-0.0175971,-0.017591833,-0.008210567,-0.196180351,-0.02473684
1997.5,1061.371306,1390.954993,1464.084888,1768.378253,4.8667,464.0247713,1.383325,0.356,429.645513,49.305,5.680953383,-0.0033,0.0033,-0.0724794,0.072408733,0.002739642,,-0.2541231,-0.1427021,0.11707586,-0.108509051,-0.066960025,-0.007129973,-0.003333333,0.003277833,0.004944433,0.005055567,-0.013333333,-0.003333333,0.001666667,-0.0013426,0.006498133,0.0079278,0.008538633,-0.69318951,-0.064942108
1997.75,1061.832284,1391.785656,1464.901737,1768.340896,4.6667,465.1452446,1.376675,0.332,430.0613196,49.0725,5.668355171,-0.0033,-0.009,-0.005883833,-0.000354253,-0.000473197,,-0.133993,-0.0718923,-0.024502244,0.043664133,0.022608905,-0.013886667,-0.001720433,-0.0124714,-0.013331533,-0.011776,-0.00833,-0.003333333,-0.011666667,-0.002412567,-0.0010004,-0.012560033,0.004540233,-0.131593935,-0.006891419
1998,1062.561084,1394.342661,1465.630538,1768.287974,4.6333,466.2410263,1.38,0.163,430.6103555,49.4875,5.58849534,0,0.0037,-0.0061391,-0.049390913,0.016175513,,-0.1241339,-0.0518049,0.203640538,0.020719198,0.004981808,-0.000107533,-0.0016129,0.004193533,0.005107567,0.006720433,-0.005,0,0.005,-0.0000634,0.006413633,0.010783467,0.003517433,0.259884895,-0.002099496
1998.25,1063.250851,1394.305152,1466.851749,1768.209039,4.4,466.8332761,1.375,0.209,431.2368363,50.7325,5.609616203,-0.0033,-0.0027,-0.005794467,0.01223747,-0.025931117,,-0.1320815,-0.0645189,-0.016699444,0.048530415,0.013881229,-0.011839133,-0.0033333,-0.005000033,-0.0033871,-0.005,-0.003333333,-0.003333333,-0.005,0.004351733,0.007647933,0.000107567,0.003484733,-0.074994296,-0.013841271
1998.5,1064.239651,1396.021228,1467.663714,1768.207345,4.5333,466.7797507,1.383325,0.373,432.6342134,51.825,5.563789153,0.03,-0.0007,-0.078764667,0.01135545,0.0385522,,-0.1496708,-0.04442,-0.093071475,-0.092525493,-0.018979823,0.0033678,0.008218833,-0.001555533,0.001888867,0.000333333,0.001666667,0.029996667,0,0.014316367,0.035810333,0.004221933,0.018054533,-0.678156152,-0.026228952
1998.75,1065.565807,1398.786258,1468.279389,1769.11204,4.4333,466.5399436,1.215,0.312,433.4620512,51.4775,5.493445025,-0.0833,-0.0527,0.006666833,-0.164571207,0.169321247,,-0.4011616,-0.3070178,-0.137904754,-0.060173925,-0.029379312,-0.0882511,-0.061555467,-0.095648767,-0.087426567,-0.090333333,-0.051666667,-0.083333333,-0.098333333,-0.0005275,0.0073187,-0.0070168,-0.085621667,-0.207563708,-0.029125249
1999,1066.108731,1400.394912,1469.000407,1768.639791,4.3,466.9167936,1.183325,0.499,434.5440448,52.8525,5.446780177,-0.0067,0.006,0.02787,-0.0535569,0.055764637,,-0.3629233,-0.2594593,-0.188000445,0.053201163,-0.006528767,0.0016516,-0.0004301,0.003333333,0.001666667,0.000913967,0.001666667,-0.006666667,-0.003333333,0.0033573,-0.002390167,-0.005188,-0.011715167,0.011363448,-0.021148358
1999.25,1066.655717,1400.587915,1469.902633,1768.668912,4.2667,466.6998789,1.186675,0.335,434.8534482,52.6225,5.430725636,-0.01,0.0103,-0.064289367,-0.015500133,0.15036957,,0.0633363,0.1483469,0.144408265,0.049473907,0.018596322,-0.007428233,0.006318967,0.031148733,0.039370967,0.042752733,-0.003333333,-0.01,0.008333333,0.004914833,-0.007726667,0.006879733,-0.0013771,0.406238898,0.025704264
1999.5,1067.588482,1402.578891,1471.012546,1768.625051,4.2333,466.392011,1.273325,0.361,435.7247143,52.8075,5.441786113,0.005,-0.0063,-0.0606883,0.0387929,-0.00975612,,0.2652121,0.2560746,0.112945588,0.088375003,0.030181201,0.001999933,-0.017555533,-0.030611133,-0.035499967,-0.047000033,0.005,0.005,0,0.0067199,-0.0003581,-0.0029108,-0.0023972,0.339250068,0.060314263
1999.75,1069.010231,1403.649145,1472.434295,1768.922272,4.0667,466.4221807,1.326675,0.457,437.3263349,54.3375,5.437500616,0.0317,0.05,0.0314017,-0.131931073,0.390235126,,-0.2993343,-0.1577558,0.289615953,0.026431663,-0.052849599,0.012927833,0.0327453,0.056989267,0.0624731,0.0592473,0.001666667,0.03167,0.066666667,-0.0070953,0.0116801,0.037878333,0.0425895,0.393927647,0.002328647
2000,1069.046655,1404.387327,1473.527066,1770.057696,4.0333,469.7530565,1.419175,0.762,436.8383996,54.25,5.417268783,-0.0017,0.0147,-0.0699786,0.020458253,0.109974,,-0.0402271,0.0232468,-0.025477348,0.125932615,0.065116453,-0.0218545,-0.000590233,0.009086033,0.009784933,0.019677467,-0.023333333,-0.001663333,-0.001666667,-0.022112567,-0.002568333,-0.003567,-0.0091201,0.817293169,0.051568357
2000.25,1070.669917,1407.3995,1474.447338,1769.910145,3.9333,467.5050663,1.568325,0.565,438.8083256,55.185,5.439977948,0.0183,-0.002,-0.0216996,-0.033057296,0.067413767,,0.3748848,0.3643079,0.358794836,0.03379315,0.014950447,0.002943267,0.020684633,0.014924667,0.018408633,0.0149086,0.006666667,0.01833,0.01,0.0115862,0.0078218,0.002466233,0.014263867,0.224358415,0.067220132
2000.5,1070.517519,1405.858191,1475.347581,1769.472288,4,468.8738977,1.63,0.646,438.7611013,55.3225,5.389797066,0.0017,0.0027,-0.010355933,0.0175,-0.073988997,,-0.0770716,-0.0592025,0.093925361,0.128757778,0.042092684,-0.0132366,-0.0028363,-0.001,0.001,-0.0005,-0.001666667,0.001666667,0.005,0.005332967,0.005659067,0.006810433,0.0051202,0.675454051,-0.011253609
2000.75,1070.819847,1405.458761,1476.172104,1769.328021,3.9,468.0221998,1.618325,0.535,439.7616971,56.4125,5.412280934,0.0067,0.01,-0.033805933,-0.031512637,0.067608133,,0.0808083,0.1229384,-0.139071075,-0.014212274,0.022763905,0.005697333,0.0076344,0.021129067,0.022096733,0.021666667,0.006666667,0.006666667,0.025,0.0404036,0.006784233,0.0333216,0.037741167,0.101422038,0.027413579
2001,1070.306468,1401.725068,1476.350769,1768.774337,4.2333,470.2623522,1.398325,0.626,439.3572227,56.5875,5.418251185,-0.065,0.019,-0.003201867,-0.164074088,0.058671917,,-0.4823846,-0.4464054,-1.012002956,-0.183248293,-0.078211135,-0.097755733,-0.050641833,-0.056182767,-0.0537097,-0.0566129,-0.108333333,-0.064996667,-0.073333333,-0.0786711,-0.053075433,-0.0440569,-0.0446659,-0.903209113,-0.105030586
2001.25,1070.60047,1400.553843,1476.299348,1767.412892,4.4,468.3408189,1.081675,0.704,441.0395409,57.53,5.435785046,-0.145,-0.0133,0.081178567,-0.180115667,0.101642733,,-0.6085982,-0.5562474,-0.69051136,-0.064027314,0.001630261,-0.1590616,-0.181989267,-0.1620573,-0.1783871,-0.165720467,-0.07,-0.145,-0.13,0.010107833,0.001267,-0.001843733,-0.126448267,-0.204241277,-0.065626659
2001.5,1070.022869,1399.235498,1476.239435,1766.899574,4.8333,467.8885224,0.874175,0.327,441.5606468,57.77,5.4491385,-0.0217,0.013,0.030429067,-0.112847367,0.149466767,,-0.1625399,-0.1289616,-0.047986841,0.000394033,0.022649731,0.035496633,0.015000033,0.005444367,0.003333367,0.002333333,0.001666667,-0.006666667,-0.013333333,0.011161333,-0.000355567,0.0005901,-0.008004867,-0.60655052,0.002409084
2001.75,1070.045406,1397.759879,1476.433942,1765.818299,5.5,467.2912943,0.533325,0.302,442.8218187,58.8675,5.357905327,-0.07,-0.024,-0.114725,-0.021868633,0.0345695,,-0.572334,-0.3825281,-0.665883807,-0.125987372,-0.093427481,-0.0642233,-0.0667742,-0.0891398,-0.105376433,-0.100376367,-0.053333333,-0.07,-0.096666667,-0.001309,-0.013612067,-0.031579733,0.002087167,-0.291584262,-0.024889293
2002,1070.743791,1398.834913,1476.61553,1765.780451,5.7,465.7250171,0.433325,0.32,445.0584412,60.265,5.372427365,-0.0083,-0.0207,0.020883167,-0.033228867,0.1750628,,-0.7321722,-0.5211734,-0.099140778,0.096018207,0.031685476,0.003887967,-0.0028494,-0.011344033,-0.013440833,-0.012473067,-0.005,-0.008333333,-0.018333333,-0.016624433,-0.022249167,-0.024752833,-0.020142067,0.291652733,0.020117966
2002.25,1071.072206,1399.163327,1477.460741,1766.112105,5.8333,466.0037087,0.4375,0.372,445.1132833,59.8575,5.395066096,-0.01,-0.0035,0.0330228,-0.055680767,0.048112167,,0.1427961,0.2081397,-0.137076962,-0.053181417,0.016586157,-0.0028513,-0.0159319,-0.027016167,-0.032571633,-0.035206167,0.005,-0.01,-0.008333333,0.0152951,0.008396167,-0.002906533,0.008468933,-0.327304116,-0.007838798
2002.5,1071.303904,1399.395026,1477.69244,1766.33182,5.7333,465.4274586,0.435,0.445,445.8779321,60.305,5.455371243,-0.015,-0.022,-0.052734367,0.020451233,0.2520668,,0.0176639,0.1041661,0.119838438,0.082194887,0.073280168,0.015908867,-0.016499967,-0.023277767,-0.053500033,-0.065944433,0.013333333,-0.015,-0.03,0.013201733,-0.0137935,-0.027443,-0.022285967,0.089848651,0.031350592
2002.75,1071.123493,1398.080387,1478.537679,1765.310959,5.8667,465.4836157,0.360825,0.54,445.7238462,60.1075,5.478685157,-0.025,-0.0197,-0.168142833,0.0713185,0.396214767,,-0.3608495,-0.2800267,-0.641210509,-0.157742201,-0.084838223,-0.061555533,-0.0272455,-0.022340533,-0.027530433,-0.028204267,-0.053333333,-0.025,-0.018333333,-0.0383982,-0.0032799,-0.0040339,-0.006362867,-0.498286386,-0.055073832
2003,1071.432888,1398.008829,1479.186632,1765.359836,5.8667,464.702205,0.3125,0.615,446.7389779,60.3125,5.518453611,0.0033,0.0086,0.069371,-0.0835,0.0423803,,-0.0525948,0.0202895,0.13359494,-0.2756458,-0.111902311,0.006920633,0.007956967,0.0141936,0.0224193,0.019946267,0.00333,0.003333333,0.01,0.004069233,0.001559433,0.014816067,0.0080625,-1.069358072,0.043678772
